date,cpi_yoy_forecast,gscpi_forecast
2026-06-01,4.471829401943292,1.62361426448922
2026-07-01,4.566665248057069,1.4843048991104941
2026-08-01,4.542308506277591,1.357024443287108
2026-09-01,4.357184415905109,1.2063742448090156
2026-10-01,4.297616022365641,1.1532089235203151
2026-11-01,4.32664213947309,1.1246061989002858
