date,cpi_all,cpi_core,cpi_food,cpi_energy,cpi_vehicles,cpi_shelter,gscpi,cpi_all_yoy,cpi_core_yoy,cpi_food_yoy,cpi_energy_yoy,cpi_vehicles_yoy,cpi_shelter_yoy,gscpi_lag1,gscpi_lag3,gscpi_lag6,gscpi_lag12
2002-02-01,178.0,189.1,175.7,113.5,153.9,206.0,-0.4980624104582401,1.1363636363636465,2.5488069414316694,2.6285046728971917,-15.361670395227433,-4.052369077306728,4.303797468354431,-0.955275167326431,-1.4584731528903323,-0.8207076337976564,-0.7843328163401582
2002-03-01,178.5,189.2,176.1,117.6,152.1,206.3,-0.4659584857556902,1.3628620102214661,2.4363833243096877,2.5626092020966773,-10.70615034168565,-4.878048780487809,4.034291477559249,-0.4980624104582401,-1.2087046438019096,-0.7116098475617266,-0.6060851458422107
2002-04-01,179.3,189.7,176.4,121.5,151.8,207.0,-0.6160585327944995,1.643990929705219,2.485143165856285,2.498547356188263,-8.163265306122458,-4.94677520350656,4.124748490945662,-0.4659584857556902,-0.955275167326431,-1.2329363417605332,-1.0188621656986596
2002-05-01,179.5,190.0,175.8,121.9,151.8,207.4,-0.33718261352296,1.2408347433727984,2.5364274150026844,1.9721577726218076,-11.92196531791907,-4.5883092394720215,3.9078156312625234,-0.6160585327944995,-0.4980624104582401,-1.4584731528903323,-1.1382652953961152
2002-06-01,179.6,190.2,175.9,121.6,152.2,207.8,-0.6403322696041935,1.0692177827799743,2.2580645161290214,1.6175621028307496,-11.176040905770645,-4.216488357457527,3.6408977556109834,-0.33718261352296,-0.4659584857556902,-1.2087046438019096,-0.7156443270085076
2002-07-01,180.0,190.5,176.1,122.4,152.7,208.2,-0.9705127977823483,1.465614430665152,2.1995708154506355,1.440092165898621,-5.5555555555555465,-3.5375868603916727,3.633648581383775,-0.6403322696041935,-0.6160585327944995,-0.955275167326431,-0.8707576182665925
2002-08-01,180.5,191.1,176.1,123.1,153.4,208.9,-1.1013658453846173,1.747463359639223,2.3567220139260936,1.2068965517241237,-3.2992930086410133,-2.9113924050632844,3.5183349851337864,-0.9705127977823483,-0.33718261352296,-0.4980624104582401,-0.8207076337976564
2002-09-01,180.8,191.3,176.5,123.7,152.2,209.4,-1.1740984170612543,1.516002245929271,2.2447888829502993,1.3203214695752141,-5.500381970970203,-3.2422123331214414,3.6633663366336666,-1.1013658453846173,-0.6403322696041935,-0.4659584857556902,-0.7116098475617266
2002-10-01,181.2,191.5,176.4,126.9,150.7,209.7,-1.276846768918749,2.0270270270270174,2.187833511205972,0.9153318077803174,3.2546786004882033,-4.499366286438544,3.5555555555555562,-1.1740984170612543,-0.9705127977823483,-0.6160585327944995,-1.2329363417605332
2002-11-01,181.5,191.9,176.9,126.7,148.8,210.4,-0.7803375600087268,2.2535211267605604,2.020202020202033,1.1435105774728394,8.383233532934131,-5.463786531130877,3.3906633906633843,-1.276846768918749,-1.1013658453846173,-0.33718261352296,-1.4584731528903323
2002-12-01,181.8,192.1,177.1,127.1,148.5,210.8,-0.7265741208916274,2.4802705749718212,1.9639065817409707,1.3737836290784289,11.589113257243188,-5.534351145038164,3.1815956926089184,-0.7803375600087268,-1.1740984170612543,-0.6403322696041935,-1.2087046438019096
2003-01-01,182.6,192.4,177.1,133.5,148.3,211.5,-0.6584145089235026,2.757456387169399,1.9607843137255054,1.026811180832854,16.900175131348515,-4.691516709511556,3.1204290589956107,-0.7265741208916274,-1.276846768918749,-0.9705127977823483,-0.955275167326431
2003-02-01,183.6,192.5,178.1,140.8,148.4,211.6,-0.3294774479454616,3.146067415730336,1.7979904812268632,1.3659647125782604,24.05286343612336,-3.573749187784281,2.7184466019417375,-0.6584145089235026,-0.7803375600087268,-1.1013658453846173,-0.4980624104582401
2003-03-01,183.9,192.5,178.4,143.9,148.5,211.5,-0.3524777953468706,3.025210084033625,1.744186046511631,1.3060760931289161,22.36394557823129,-2.3668639053254448,2.5206010664081457,-0.3294774479454616,-0.7265741208916274,-1.1740984170612543,-0.4659584857556902
2003-04-01,183.2,192.5,178.5,136.5,148.4,211.6,-0.5821230784961855,2.175125488008911,1.4760147601476037,1.1904761904761862,12.34567901234569,-2.2397891963109373,2.2222222222222143,-0.3524777953468706,-0.6584145089235026,-1.276846768918749,-0.6160585327944995
2003-05-01,182.9,192.9,178.8,129.4,147.9,212.6,-0.2082704180545253,1.8941504178273005,1.5263157894736867,1.7064846416382284,6.1525840853158265,-2.5691699604743157,2.507232401157178,-0.5821230784961855,-0.3294774479454616,-0.7803375600087268,-0.33718261352296
2003-06-01,183.1,193.0,179.7,129.8,147.4,212.6,-0.14596958512601224,1.948775055679297,1.4721345951629994,2.1603183627060707,6.743421052631593,-3.1537450722733174,2.3099133782483072,-0.2082704180545253,-0.3524777953468706,-0.7265741208916274,-0.6403322696041935
2003-07-01,183.7,193.4,179.8,132.2,145.7,213.2,-0.025419254552308295,2.055555555555544,1.522309711286085,2.1010789324247714,8.006535947712411,-4.584151931892599,2.401536983669539,-0.14596958512601224,-0.5821230784961855,-0.6584145089235026,-0.9705127977823483
2003-08-01,184.5,193.6,180.5,137.8,143.3,213.6,-0.09005989161638614,2.216066481994461,1.3082155939298845,2.498580352072688,11.941510966693759,-6.584093872229458,2.249880325514586,-0.025419254552308295,-0.2082704180545253,-0.3294774479454616,-1.1013658453846173
2003-09-01,185.1,193.7,180.9,142.9,139.0,214.0,0.05705488385081598,2.378318584070782,1.2545739675901668,2.4929178470255,15.521422797089745,-8.672798948751637,2.1967526265520565,-0.09005989161638614,-0.14596958512601224,-0.3524777953468706,-1.1740984170612543
2003-10-01,184.9,194.0,181.6,137.8,135.1,214.7,-0.2970333876568577,2.041942604856528,1.305483028720622,2.947845804988658,8.589440504334123,-10.351692103516918,2.3843586075345646,0.05705488385081598,-0.025419254552308295,-0.5821230784961855,-1.276846768918749
2003-11-01,185.0,194.0,182.6,136.9,132.0,215.1,-0.4484585435864284,1.9283746556473913,1.094319958311618,3.2221594120972252,8.050513022888705,-11.290322580645174,2.2338403041824995,-0.2970333876568577,-0.09005989161638614,-0.2082704180545253,-0.7803375600087268
2003-12-01,185.5,194.2,183.5,138.8,131.0,215.5,-0.4022972403032158,2.0352035203520247,1.0931806350858997,3.613777526821016,9.20535011801733,-11.784511784511785,2.2296015180265583,-0.4484585435864284,0.05705488385081598,-0.14596958512601224,-0.7265741208916274
2004-01-01,186.3,194.6,183.4,143.9,131.8,215.9,-0.5439243493125121,2.026286966046009,1.1434511434511352,3.5573122529644285,7.7902621722846455,-11.126095751854347,2.0803782505910196,-0.4022972403032158,-0.2970333876568577,-0.025419254552308295,-0.6584145089235026
2004-02-01,186.7,194.9,183.9,145.8,131.8,215.8,-0.4203656419617361,1.688453159041381,1.2467532467532516,3.2565974171813616,3.5511363636363535,-11.185983827493262,1.9848771266540721,-0.5439243493125121,-0.4484585435864284,-0.09005989161638614,-0.3294774479454616
2004-03-01,187.1,195.5,184.2,145.1,131.8,217.0,-0.05582110922227289,1.7400761283306032,1.558441558441559,3.2511210762331766,0.8339124391938846,-11.245791245791237,2.6004728132387633,-0.4203656419617361,-0.4022972403032158,0.05705488385081598,-0.3524777953468706
2004-04-01,187.4,195.9,184.6,143.4,131.6,217.8,0.36426818948924417,2.2925764192139875,1.7662337662337713,3.4173669467786993,5.054945054945059,-11.32075471698114,2.930056710775064,-0.05582110922227289,-0.5439243493125121,-0.2970333876568577,-0.5821230784961855
2004-05-01,188.2,196.2,186.1,147.6,131.8,218.5,0.30338374846979943,2.8977583378895444,1.710730948678063,4.082774049216997,14.064914992272026,-10.88573360378634,2.775164628410165,0.36426818948924417,-0.4203656419617361,-0.4484585435864284,-0.2082704180545253
2004-06-01,188.9,196.6,186.4,151.5,129.9,218.9,0.3806846673162252,3.1676679410158393,1.865284974093262,3.7284362826933926,16.718027734976882,-11.872455902306644,2.9633113828786417,0.30338374846979943,-0.05582110922227289,-0.4022972403032158,-0.14596958512601224
2004-07-01,189.1,196.8,186.8,151.1,130.9,219.3,-0.5029052646286729,2.939575394665228,1.7580144777662898,3.8932146829810943,14.296520423600612,-10.157858613589553,2.861163227016905,0.3806846673162252,0.36426818948924417,-0.5439243493125121,-0.025419254552308295
2004-08-01,189.2,196.9,187.0,151.5,132.0,219.6,0.07913126523017841,2.5474254742547275,1.7045454545454586,3.6011080332410073,9.941944847605221,-7.885554780181447,2.8089887640449396,-0.5029052646286729,0.30338374846979943,-0.4203656419617361,-0.09005989161638614
2004-09-01,189.8,197.5,186.9,152.9,135.5,220.4,-0.03497279563323074,2.5391680172879516,1.961796592669085,3.316749585406309,6.997900629811049,-2.517985611510787,2.9906542056074903,0.07913126523017841,0.3806846673162252,-0.05582110922227289,0.05705488385081598
2004-10-01,190.8,197.9,187.8,158.6,136.7,220.7,-0.6198315943788191,3.1909140075716547,2.0103092783505083,3.4140969162995694,15.094339622641506,1.1843079200592133,2.7945971122496527,-0.03497279563323074,-0.5029052646286729,0.36426818948924417,-0.2970333876568577
2004-11-01,191.7,198.3,188.4,163.8,137.7,220.9,-0.04878710248474033,3.621621621621607,2.216494845360839,3.1763417305586072,19.649379108838573,4.318181818181799,2.6964202696420303,-0.6198315943788191,0.07913126523017841,0.30338374846979943,-0.4484585435864284
2004-12-01,191.7,198.6,188.4,162.3,138.4,221.3,0.08866145049336345,3.3423180592991875,2.2657054582904346,2.670299727520442,16.930835734870307,5.648854961832073,2.691415313225054,-0.04878710248474033,-0.03497279563323074,0.3806846673162252,-0.4022972403032158
